BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,HeatingQC,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotFrontage,LotShape,MasVnrType,MiscVal,OverallCond,OverallQual,PavedDrive,PoolQC,SalePrice,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,Remodelled_ago,Sold_ago,Garage_ago,FlrsSF,3SsnPorch1,EnclosedPorch1,MasVnrArea1,OpenPorchSF1,LowQualFinSF1,PoolArea1,ScreenPorch1,WoodDeckSF1,LotArea1,BsmtFinSFtot1,Alley_Grvl,BldgType_1Fam,BldgType_TwnhsE,BsmtFinType1_absent,BsmtFinType1_GLQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType2_absent,Condition1_Feedr,Condition1_PosN,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_VinylSd,Exterior2nd_AsbShng,Exterior2nd_CmentBd,Exterior2nd_ImStucc,Exterior2nd_VinylSd,Fence_absent,Foundation_PConc,Foundation_Slab,Heating_GasA,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_2.5Fin,LotConfig_CulDSac,MSSubClass_60,MSSubClass_120,MSSubClass_20,MSSubClass_30,MSZoning_FV,MSZoning_RL,Neighborhood_Sawyer,Neighborhood_SWISU,Neighborhood_OldTown,Neighborhood_NridgHt,Neighborhood_NoRidge,Neighborhood_NWAmes,Neighborhood_NPkVill,Neighborhood_NAmes,Neighborhood_Mitchel,Neighborhood_MeadowV,Neighborhood_IDOTRR,Neighborhood_Gilbert,Neighborhood_Edwards,Neighborhood_CollgCr,Neighborhood_BrDale,Neighborhood_Blmngtn,RoofMatl_WdShngl,RoofStyle_Hip,SaleCondition_Partial,SaleCondition_Normal,SaleType_New
1,1,1,1,0,5,162.0,1,3,5,2,1,1,7,1052.0,3,3,3,3,4,1702.0,1,5,1229,1,5,3,2,65.0,3,1,0,5,9,2,0,367294.0,1,7,1702.0,1,0,9,0,1702.0,0,0,3,3,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4,1,1,0,0,3,409.0,1,3,3,0,0,2,3,404.0,1,3,1,3,3,1507.0,0,4,1230,1,3,3,2,70.0,3,0,0,5,5,2,0,127000.0,1,7,1075.0,1,0,9,0,1507.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4,1,1,0,0,4,652.0,1,3,3,1,1,2,7,600.0,2,3,2,3,5,2620.0,2,5,1231,2,3,3,2,68.0,2,0,8300,5,5,0,0,190000.0,1,12,1361.0,1,0,10,0,2620.0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,1,0,3,303.0,1,3,3,0,0,1,7,540.0,2,3,1,3,4,1190.0,0,3,1232,1,3,3,2,70.0,3,1,0,6,5,2,0,132500.0,1,6,1106.0,1,0,11,0,1190.0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0,0,0,0,0,0.0,1,3,3,0,0,2,7,462.0,2,3,1,3,1,1224.0,0,3,1233,2,3,3,2,70.0,3,0,0,5,4,2,0,101800.0,1,6,0.0,1,0,10,0,1224.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,188.0,1,3,3,0,0,1,7,531.0,2,3,2,3,4,1188.0,0,2,1234,1,3,3,2,68.0,2,1,0,5,5,2,0,142000.0,1,6,1188.0,1,0,7,0,1188.0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,3,0,0,3,940.0,0,3,3,0,0,1,7,0.0,0,0,0,0,0,1964.0,1,3,1235,1,3,1,2,55.0,3,0,0,6,5,0,0,130000.0,1,7,940.0,1,39,9,-1911,1964.0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,0,0,4,747.0,1,3,3,0,0,1,7,180.0,1,2,1,2,2,1784.0,1,4,1236,1,3,3,2,96.0,3,0,0,5,5,0,0,138887.0,1,9,747.0,1,36,11,0,1784.0,0,0,0,2,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,4,764.0,1,3,4,0,0,2,7,474.0,2,3,2,3,5,1626.0,1,5,1237,1,4,3,2,36.0,3,2,0,5,7,2,0,175500.0,1,6,764.0,1,0,7,0,1626.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,0,0,4,847.0,1,3,4,2,1,2,7,434.0,2,3,3,3,5,1948.0,1,5,1238,1,4,3,2,41.0,1,0,0,5,7,2,0,195000.0,1,8,847.0,1,1,11,0,1948.0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,4,1141.0,1,3,4,0,0,1,7,484.0,2,3,1,3,2,1141.0,1,5,1239,1,3,3,2,63.0,3,0,0,5,6,2,0,142500.0,1,6,1141.0,1,0,11,0,1141.0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,0,0,4,1048.0,1,3,4,2,1,2,7,472.0,2,3,2,3,4,1484.0,0,5,1240,1,5,2,2,64.0,2,1,0,5,8,2,0,265900.0,1,6,1476.0,1,0,10,0,1484.0,0,0,1,2,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,1,0,4,334.0,1,3,4,0,0,2,7,543.0,2,3,2,3,4,1768.0,1,5,1241,1,4,3,2,65.0,3,1,0,5,7,2,0,224900.0,1,8,884.0,1,0,9,0,1768.0,0,0,2,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,3,0,0,4,1689.0,1,3,4,0,0,2,7,954.0,3,3,2,3,4,1689.0,0,5,1242,1,4,3,2,83.0,3,2,0,6,7,2,0,248328.0,1,7,1689.0,1,0,10,0,1689.0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
3,1,4,1,0,4,0.0,1,3,3,1,2,2,7,528.0,2,3,2,3,4,1173.0,0,3,1243,1,4,3,2,85.0,3,1,0,6,7,2,0,170000.0,1,6,1053.0,1,0,7,0,1173.0,0,0,1,3,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,1,0,5,690.0,1,3,5,2,1,2,7,850.0,3,3,3,3,4,2076.0,1,5,1244,1,5,3,2,107.0,3,0,0,5,10,2,0,465000.0,1,7,2076.0,1,0,11,0,2076.0,0,0,0,4,0,0,0,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,0,0,4,792.0,1,3,3,2,2,1,7,400.0,2,3,1,3,2,1517.0,0,2,1245,1,4,2,1,68.0,2,0,0,7,8,2,0,230000.0,1,7,792.0,1,21,11,2,1517.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,585.0,1,3,3,1,1,3,7,477.0,2,3,3,3,5,1868.0,1,5,1246,1,3,3,2,78.0,3,1,0,7,6,2,0,178000.0,1,7,585.0,1,19,10,0,1868.0,0,0,1,3,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1,0,0,4,756.0,1,3,4,0,0,2,7,615.0,2,3,2,3,4,1553.0,1,5,1247,1,4,3,2,65.0,3,0,0,5,7,2,0,186500.0,1,6,756.0,1,1,11,0,1553.0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,3,1,0,3,473.0,1,3,3,0,0,1,7,888.0,3,3,1,3,4,1034.0,0,3,1248,1,3,3,2,68.0,2,1,0,5,6,2,0,169900.0,1,6,1012.0,1,0,7,0,1034.0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,416.0,0,3,3,2,1,1,7,396.0,2,2,1,2,2,2058.0,1,2,1249,1,3,3,2,60.0,3,0,0,5,6,1,0,129500.0,1,8,735.0,1,33,9,33,2058.0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,246.0,1,3,3,0,0,1,7,276.0,1,3,1,3,4,988.0,0,3,1250,1,3,3,2,60.0,3,0,0,7,5,2,0,119000.0,1,6,876.0,1,0,10,0,988.0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,1045.0,1,3,4,1,2,2,7,522.0,2,3,3,3,4,2110.0,1,5,1251,1,5,3,2,93.0,3,0,0,5,7,2,0,244000.0,1,8,2110.0,1,0,7,0,2110.0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,1,1,0,0,4,1405.0,1,3,4,2,1,2,7,478.0,2,3,2,3,4,1405.0,0,5,1252,1,4,3,2,68.0,2,2,0,5,7,2,0,171750.0,1,6,1405.0,1,0,11,0,1405.0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,354.0,1,3,3,0,0,1,7,288.0,1,3,2,3,4,874.0,0,3,1253,1,3,3,2,62.0,3,0,600,6,5,2,0,130000.0,1,5,864.0,1,0,8,0,874.0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,1,0,3,36.0,1,3,4,2,2,2,7,518.0,2,3,2,3,4,2167.0,1,3,1254,1,4,3,2,68.0,2,0,0,7,7,2,0,294000.0,1,9,1192.0,1,29,10,0,2167.0,0,0,0,2,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,746.0,1,3,4,2,1,2,7,397.0,2,3,3,3,5,1656.0,1,5,1255,1,4,3,2,60.0,3,2,0,5,7,2,0,165400.0,1,7,746.0,1,1,9,0,1656.0,0,0,1,3,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,3,459.0,1,3,3,2,1,1,7,560.0,1,3,1,3,2,1367.0,0,3,1256,1,3,3,2,52.0,3,0,0,6,6,2,0,127500.0,1,6,884.0,1,19,10,47,1367.0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,4,1,0,4,672.0,1,3,4,1,1,2,7,691.0,2,3,3,3,4,1987.0,0,5,1257,1,4,3,2,91.0,2,1,0,5,8,2,0,301500.0,1,7,1986.0,1,0,9,0,1987.0,0,0,3,2,0,0,0,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,1,1,0,0,0,864.0,1,3,3,0,0,1,7,0.0,0,0,0,0,0,864.0,0,5,1258,1,3,3,2,56.0,3,0,0,8,5,2,0,99900.0,1,4,864.0,1,28,8,-1922,864.0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1,4,1,0,4,201.0,1,3,4,0,0,2,7,400.0,2,3,3,3,4,1166.0,0,5,1259,1,4,3,2,59.0,2,2,0,5,7,2,0,190000.0,1,5,856.0,1,0,9,0,1166.0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,14.0,1,3,3,0,0,1,7,460.0,2,3,1,3,4,1054.0,1,4,1260,1,3,3,2,65.0,3,0,0,8,6,2,0,151000.0,1,6,1054.0,1,0,9,0,1054.0,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,841.0,1,3,3,1,1,2,7,502.0,2,3,3,3,5,1675.0,1,5,1261,1,3,3,2,68.0,0,0,0,5,6,2,0,181000.0,1,7,841.0,1,0,8,0,1675.0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,0,0,3,546.0,1,3,3,0,0,1,7,338.0,1,3,1,3,4,1050.0,0,4,1262,1,3,3,2,80.0,3,0,0,6,5,2,0,128900.0,1,5,1050.0,1,0,8,0,1050.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1,3,1,0,3,1104.0,1,3,3,1,2,1,5,304.0,1,3,1,3,4,1788.0,0,5,1263,1,3,3,2,68.0,3,0,0,5,4,2,0,161500.0,1,8,1104.0,1,32,8,0,1788.0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,764.0,1,3,3,2,1,1,7,520.0,2,3,1,3,2,1824.0,0,5,1264,1,3,3,2,60.0,3,0,0,6,6,0,0,180500.0,1,8,764.0,1,31,10,21,1824.0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,1,0,4,1139.0,1,3,4,0,0,2,7,511.0,2,3,3,3,4,1337.0,0,5,1265,1,4,3,2,34.0,3,0,0,5,6,2,0,181000.0,1,5,1405.0,1,1,9,0,1337.0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,0,4,241.0,1,3,4,0,0,2,7,506.0,2,3,1,3,2,1452.0,1,5,1266,1,4,3,2,35.0,3,1,0,5,7,2,0,183900.0,1,6,691.0,1,0,11,0,1452.0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,1,1,0,0,3,925.0,0,3,2,2,1,1,7,308.0,1,3,1,3,2,1889.0,1,3,1267,2,3,1,2,60.0,2,0,0,4,7,0,0,122000.0,1,9,925.0,1,40,10,50,1889.0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,4,0,0,5,2002.0,1,3,5,2,1,2,7,746.0,3,3,3,3,4,2018.0,0,5,1268,1,5,2,2,89.0,2,0,0,5,9,2,0,378500.0,1,10,2002.0,1,1,7,1,2018.0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,1,2,0,0,3,536.0,1,4,3,2,2,3,7,1014.0,3,3,1,3,5,3447.0,1,5,1269,1,4,3,1,68.0,2,1,0,9,8,2,0,381000.0,1,11,728.0,1,62,9,47,3447.0,0,0,3,1,0,0,0,2,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,414.0,1,3,3,0,0,1,7,315.0,1,3,1,3,4,1524.0,1,3,1270,1,3,3,2,78.0,3,1,0,5,5,2,0,144000.0,1,7,874.0,1,0,10,0,1524.0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,0,4,74.0,1,3,4,1,1,0,7,586.0,2,3,3,3,4,1524.0,1,3,1271,1,4,0,0,68.0,3,0,0,6,7,2,0,260000.0,1,4,1332.0,1,0,7,0,1524.0,0,0,0,0,0,0,0,2,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,1489.0,1,3,3,2,1,2,7,462.0,2,3,2,3,4,1489.0,0,4,1272,1,4,3,2,68.0,2,0,0,7,6,2,0,185750.0,1,7,1489.0,1,0,8,0,1489.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,1,0,3,0.0,1,3,3,0,0,1,7,288.0,1,3,1,3,4,935.0,0,3,1273,1,3,3,2,68.0,2,1,0,6,5,2,0,137000.0,1,5,935.0,1,0,11,0,935.0,0,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,1,3,1,0,3,300.0,1,3,3,2,1,1,7,312.0,1,3,2,3,3,1357.0,0,4,1274,1,5,3,2,124.0,2,1,0,7,6,2,0,177000.0,1,5,1019.0,1,47,9,0,1357.0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,1,0,0,3,661.0,1,3,3,2,1,2,7,552.0,2,3,1,3,2,1250.0,0,5,1275,1,3,3,2,53.0,3,0,0,6,5,2,0,139000.0,1,8,661.0,1,93,10,75,1250.0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,0,0,3,708.0,1,3,3,0,0,2,7,400.0,2,2,1,3,2,1920.0,0,4,1276,2,3,3,2,95.0,3,2,0,5,5,2,0,137000.0,1,10,928.0,1,2,10,0,1920.0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2,1,0,1,3,130.0,1,3,3,1,1,1,7,497.0,2,3,1,3,4,1395.0,1,3,1277,1,3,3,2,68.0,2,0,0,6,6,2,0,162000.0,1,6,723.0,1,0,8,0,1395.0,0,0,0,3,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,1,0,4,1152.0,1,3,3,2,1,1,7,480.0,2,3,2,3,4,1724.0,1,2,1278,1,3,3,2,68.0,2,1,0,5,6,2,0,197900.0,1,7,1680.0,1,9,8,0,1724.0,0,0,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,324.0,1,3,4,2,1,2,7,577.0,2,3,2,3,4,2031.0,1,5,1279,1,4,3,2,75.0,3,0,0,5,8,2,0,237000.0,1,7,1128.0,1,0,9,0,2031.0,0,0,0,4,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,0,0,3,698.0,1,4,3,0,0,1,7,528.0,2,3,2,3,2,1128.0,0,3,1280,1,3,3,2,60.0,3,0,0,4,4,2,0,68400.0,1,6,698.0,1,30,7,60,1128.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,1,1,0,4,785.0,1,3,4,0,0,2,7,544.0,2,3,2,3,4,1573.0,0,5,1281,1,4,3,2,67.0,2,1,0,5,7,2,0,227000.0,1,6,1573.0,1,0,8,0,1573.0,0,0,1,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,1,0,4,256.0,1,3,3,1,1,2,7,484.0,2,4,3,4,4,1339.0,0,3,1282,1,3,3,2,50.0,2,1,0,5,7,2,0,180000.0,1,6,1309.0,1,0,11,0,1339.0,0,0,1,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
